group_id,group_name,group_url,activity_status,last_checked,evidence_url,notes
655569307881461,"美国洛杉矶广告群-海外华人产品广告 SmallBusiness中小企业、本地商家",https://www.facebook.com/groups/655569307881461/,activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"Has a publication-ledger record"
americanchinese,美国华人群,https://www.facebook.com/groups/americanchinese/,activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"Has publication-ledger records"
a8888888,洛杉矶华人交流群,https://www.facebook.com/groups/a8888888/,activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"Has a publication-ledger record"
braziliancommunity,Comunidade Brasileira nos EUA,https://www.facebook.com/groups/braziliancommunity/,activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"Has a publication-ledger record"
1601239613462240,Profissionais Brasileiros nos EUA,https://www.facebook.com/groups/1601239613462240/,activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"Has a publication-ledger record"
411819142283501,Empresas Brasileiras nos Estados Unidos,https://www.facebook.com/groups/411819142283501/,activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"Has a publication-ledger record"
1618109312362459,Brasileiros Nos EUA,https://www.facebook.com/groups/1618109312362459/,activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"Has a publication-ledger record"
505022996530058,湾区租房二手万能总群/灣區租房二手萬能總群,https://www.facebook.com/groups/505022996530058/,no_activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"No group-post activity found in the activity-log sweep"
300174163759705,CONECTADO! Brasileiros na Califórnia,https://www.facebook.com/groups/300174163759705/,no_activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"No group-post activity found in the activity-log sweep"
HaywardCaHub,Castro Valley Hayward San Leandro & San Lorenzo COMMUNITY HUB,https://www.facebook.com/groups/HaywardCaHub/,activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"Activity record exists; current post object is unavailable"
castrovalley.hayward.sanleandro,"Castro Valley, Hayward and San Leandro Together",https://www.facebook.com/groups/castrovalley.hayward.sanleandro/,no_activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"No group-post activity found in the activity-log sweep"
1393244210983683,Hayward ca,https://www.facebook.com/groups/1393244210983683/,no_activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"No group-post activity found in the activity-log sweep"
SouthBayVWAudi,South Bay / Silicon Valley VW & Audi Group,https://www.facebook.com/groups/SouthBayVWAudi/,no_activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"No group-post activity found in the activity-log sweep"
AudietronGT,Audi e-tron® GT Owners Group,https://www.facebook.com/groups/AudietronGT/,no_activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"No group-post activity found in the activity-log sweep"
audigruppesv,Audi Gruppe Silicon Valley,https://www.facebook.com/groups/audigruppesv/,no_activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"No group-post activity found in the activity-log sweep"
WaCarMeets,Washington Car Meets,https://www.facebook.com/groups/WaCarMeets/,no_activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"No group-post activity found in the activity-log sweep"
719041732405732,Venda de Roupas Femininas,https://www.facebook.com/groups/719041732405732/,no_activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"No group-post activity found in the activity-log sweep"
763058333736965,Gringos Buy & Sell Sao Paulo,https://www.facebook.com/groups/763058333736965/,no_activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"No group-post activity found in the activity-log sweep"
carsandcoffeeseattle,Seattle Cars & Coffee,https://www.facebook.com/groups/carsandcoffeeseattle/,no_activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"No group-post activity found in the activity-log sweep"
272419267281188,"NO TITLE CARS, VEHICLES, ATVS, BIKES, UTVS",https://www.facebook.com/groups/272419267281188/,no_activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"No group-post activity found in the activity-log sweep"
123598531664820,YOU PARK LIKE A FUCKHEAD (Post them here),https://www.facebook.com/groups/123598531664820/,no_activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"No group-post activity found in the activity-log sweep"
2736902733264775,Idiots of FB Marketplace,https://www.facebook.com/groups/2736902733264775/,no_activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"No group-post activity found in the activity-log sweep"
532947790777571,Washington carmeet Events,https://www.facebook.com/groups/532947790777571/,no_activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"No group-post activity found in the activity-log sweep"
kdmforsale,KDM For Sale,https://www.facebook.com/groups/kdmforsale/,no_activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"No group-post activity found in the activity-log sweep"
191470414300442,GREEN RIVER COLLEGE FOR SALE,https://www.facebook.com/groups/191470414300442/,no_activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"No group-post activity found in the activity-log sweep"
902226433237393,Kia Optima Brasil,https://www.facebook.com/groups/902226433237393/,no_activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"No group-post activity found in the activity-log sweep"
rideshares,RIDESHARE,https://www.facebook.com/groups/rideshares/,no_activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"No group-post activity found in the activity-log sweep"
pnwrideshare,PNW Carpool and Rideshare (Not for Profit!),https://www.facebook.com/groups/pnwrideshare/,no_activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"No group-post activity found in the activity-log sweep"
KOK5O,Kia Optima K5 Owners,https://www.facebook.com/groups/KOK5O/,no_activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"No group-post activity found in the activity-log sweep"
783597935362806,KIA OPTIMA USA,https://www.facebook.com/groups/783597935362806/,no_activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"No group-post activity found in the activity-log sweep"
101819737073912,Kia Optima SXL Turbo,https://www.facebook.com/groups/101819737073912/,no_activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"No group-post activity found in the activity-log sweep"
1049274935144157,Seattle WA Used Cars and Auto Parts for Sale (Buy / Sell / Trade),https://www.facebook.com/groups/1049274935144157/,no_activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"No group-post activity found in the activity-log sweep"
ustaxz,美國稅務,https://www.facebook.com/groups/ustaxz/,no_activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"No group-post activity found in the activity-log sweep"
965713113542576,Curso Fundamentos de Ethical Hacking - Marcos Flávio Araújo Assunção,https://www.facebook.com/groups/965713113542576/,no_activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"No group-post activity found in the activity-log sweep"
canalplayhard,Canal PlayHard,https://www.facebook.com/groups/canalplayhard/,no_activity_found,2026-08-22,https://www.facebook.com/me/allactivity/?category_key=GROUPPOSTS,"No group-post activity found in the activity-log sweep"
